p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
7.942673400346059e-230	0.25633740882191824	0.404	0.01	1.3413586838504423e-225	10	Srgap2
9.245964207345844e-230	1.0278115271988086	0.865	0.049	1.5614584353365662e-225	10	Man2a1
1.1851781765050608e-229	1.5296594924805094	0.584	0.022	2.0015289044817467e-225	10	Gas6
1.4969084759497091e-229	0.25174276277509866	0.551	0.019	2.527979034183869e-225	10	Nbeal1
2.8722379819246625e-229	0.5912618914002534	0.876	0.05	4.85063550387437e-225	10	Nptn
5.701968594556963e-229	0.5564182425395525	0.528	0.018	9.629484562487799e-225	10	Sp100
6.1558646853578245e-229	1.470906609475799	0.843	0.046	1.0396024280632294e-224	10	Prss23
4.051718330785748e-228	0.32844946563050537	0.528	0.018	6.842541917030971e-224	10	Panx1
1.4851930976303793e-227	0.4437363934148375	0.663	0.028	2.5081941032781847e-223	10	Ifi27
1.6297232204763105e-227	0.3136688217518149	0.303	0.005	2.752276574740393e-223	10	Large1
2.528499789910976e-227	0.8240576487110615	0.382	0.009	4.270130445201657e-223	10	Lsmem1
4.901217802977938e-227	0.33987115911605303	0.596	0.023	8.277176625669142e-223	10	Pabpc4
6.34995104437309e-227	1.1797176764558093	0.73	0.035	1.0723797323737275e-222	10	Fubp1
9.89242898527952e-227	0.3078663667536162	0.551	0.02	1.6706334070340054e-222	10	Mrps6
3.917564195819767e-226	0.4586215863007239	0.393	0.009	6.615982413900422e-222	10	Mcu
8.879023743939445e-226	0.2596169171435675	0.652	0.028	1.4994895298764936e-221	10	Lman1
9.135693859104166e-226	0.47163759455065235	0.528	0.018	1.5428359789255115e-221	10	Mdn1
1.2044995455709976e-225	0.31112298338579825	0.64	0.027	2.0341588325603008e-221	10	Pura
2.3774229987909808e-225	0.2947202065164074	0.494	0.016	4.0149919603582085e-221	10	Gas7
2.555722068278835e-225	0.729625806556646	0.472	0.014	4.3161034289092966e-221	10	Frmd4a
4.458959817031733e-225	0.29372842133085847	0.449	0.013	7.530291339003191e-221	10	Sdad1
4.9807303706336074e-225	0.2630270115981792	0.449	0.013	8.411457449926036e-221	10	Ankrd40
5.3566127199821726e-225	0.33873047898264375	0.404	0.01	9.046247561505894e-221	10	Ddhd1
8.168956620688351e-225	0.3817224657463886	0.483	0.015	1.3795733941018487e-220	10	Slc16a10
1.53448685874387e-224	0.7386940158086047	0.663	0.029	2.5914414070466477e-220	10	Cemip2
2.4745430252790216e-224	0.6101915423193112	0.831	0.046	4.179008261091212e-220	10	Gnl3
3.6986960678692664e-224	0.37572285090053387	0.427	0.011	6.246357919417617e-220	10	Ston2
3.7697783715424955e-224	0.2691240767381736	0.461	0.013	6.366401713860966e-220	10	Insig2
3.822233716628171e-224	0.7748562175720912	0.258	0.003	6.454988300641656e-220	10	Akr1c18
3.9127970349981913e-224	0.34200475142706227	0.539	0.019	6.6079316327049455e-220	10	Tspan31
5.097745194907651e-224	0.548652910496261	0.82	0.044	8.609072085160041e-220	10	Osmr
7.581393684549715e-224	2.830341168295364	0.91	0.058	1.280345765446756e-219	10	Ugdh
8.700335156793233e-224	0.30252113197836905	0.517	0.017	1.469312601279241e-219	10	Hexb
2.053211672933345e-223	0.3846182936120526	0.618	0.025	3.467463873249833e-219	10	Bmp2k
1.355773197491326e-222	0.2859722850551637	0.461	0.014	2.2896297759233513e-218	10	Sulf2
1.8388356184343427e-222	0.2873240237685892	0.438	0.012	3.105425592411918e-218	10	Gtf2i
2.6024046534968384e-222	0.56426065562950245	0.798	0.043	4.394940978825461e-218	10	Tor1aip1
4.218667895893782e-222	0.5684000942966301	0.596	0.024	7.124486342585419e-218	10	Mga
4.5525226604662067e-222	0.5746008082405512	0.449	0.013	7.688300268995329e-218	10	Zxdc
5.4868277749552554e-222	0.5003127633077449	0.82	0.045	9.266154746344435e-218	10	Mtch1
9.674570703947317e-222	0.31163445671181583	0.461	0.014	1.6338415004826228e-217	10	Cep170
1.5249486304507294e-221	0.38809004142776354	0.528	0.018	2.5753332471051917e-217	10	Rapgef2
2.1202641653580227e-221	1.0557705588834225	0.303	0.005	3.580702122456629e-217	10	Hmcn2
6.402025682620503e-221	0.342158832370664	0.494	0.016	1.0811740972809504e-216	10	Amotl2
8.202332649244846e-221	0.8133207219700291	0.876	0.051	1.3852099378044696e-216	10	Dst
9.422830893742875e-221	0.33515699491374795	0.461	0.014	1.5913276813352968e-216	10	Dicer1
1.185643538406371e-220	0.32634198733882563	0.551	0.02	2.002314807660679e-216	10	Herc2
1.5129910119653079e-220	0.28643673036241385	0.393	0.01	2.5551392210070118e-216	10	Prkab2
1.5857349579951318e-220	0.4311163004629641	0.697	0.032	2.6779891970621787e-216	10	Oaf
1.6201736279219077e-220	0.27256445394697915	0.607	0.025	2.736149222834518e-216	10	Ncstn
1.8750807275260808e-220	0.8797209957021087	0.596	0.024	3.166636332646045e-216	10	Foxo1
3.4507830007873277e-220	0.44226659474576313	0.629	0.027	5.827682331729639e-216	10	Taf15
5.1433860257000445e-220	0.2933247681349407	0.506	0.017	8.686150320202235e-216	10	Ctdp1
5.697591940862009e-220	0.2855362466622826	0.573	0.022	9.62209326972776e-216	10	Prrc2b
5.894920730476847e-220	0.28413910699958683	0.404	0.01	9.955342129629299e-216	10	Mtfr1l
9.555935458595528e-220	1.1735278869091559	0.787	0.042	1.6138063802476129e-215	10	B4galt5
1.4628554839295253e-219	0.4970510799612868	0.539	0.019	2.4704703412601826e-215	10	Peak1
1.4853491043161334e-219	0.6745361891314742	0.753	0.038	2.508457567369086e-215	10	St3gal1
1.9338624248785737e-219	1.0096216702816982	0.865	0.051	3.2659068631349354e-215	10	Ctsh
5.495668825415197e-219	0.43974459579384506	0.315	0.006	9.281085512361184e-215	10	Peg3
5.53043047430342e-219	0.2999567827536714	0.348	0.007	9.339790985003617e-215	10	Simc1
1.029505781378929e-218	0.30176741214595093	0.303	0.005	1.7386293635927353e-214	10	Cdr2l
1.0535855293509805e-218	0.41036435453379827	0.64	0.028	1.779295241967936e-214	10	Clip1
1.191031840213384e-218	2.4637751901143625	0.921	0.059	2.0114145717523627e-214	10	Mmp2
1.2101590527734112e-218	0.27371329432767855	0.528	0.019	2.0437166083237367e-214	10	Bloc1s1
2.4694520107120883e-218	0.2507954651664075	0.427	0.012	4.1704105556905744e-214	10	Tmem219
2.6861121029692526e-218	0.29175704883575304	0.753	0.039	4.536306119494474e-214	10	Senp6
4.296868735905859e-218	0.5034880447926195	0.427	0.012	7.256551921197814e-214	10	Plagl1
4.2976850990674055e-218	0.4206530525108191	0.348	0.007	7.257930595305035e-214	10	Bcat1
4.637410346307584e-218	0.4498120483207009	0.674	0.031	7.831658592844248e-214	10	Cop1
9.22790142014291e-218	0.40483206126736615	0.809	0.044	1.5584079918337344e-213	10	Vat1
9.462530775501205e-218	1.5065435657705366	0.921	0.057	1.5980321973666436e-213	10	Col5a1
1.4060112654786943e-217	0.2611447161862423	0.382	0.009	2.374471825140419e-213	10	Ncoa7
1.4159144867736745e-217	0.471850656313884	0.64	0.028	2.3911963852633814e-213	10	Rnf213
1.4901830719364492e-217	0.6350855774519322	0.629	0.027	2.5166211718862755e-213	10	Kif1b
2.0543377583649194e-217	0.5123490909806143	0.876	0.052	3.469365606326676e-213	10	Serinc1
4.0867980336495755e-217	0.2567125020324198	0.562	0.021	6.901784519227403e-213	10	Ssbp3
8.328923972448276e-217	0.48744031148865696	0.663	0.03	1.4065886804670648e-212	10	Prdm2
1.1054730267384192e-216	0.5497934127339233	0.742	0.038	1.8669228475558424e-212	10	Nisch
1.1788752082559442e-216	0.38465979181215854	0.416	0.011	1.9908844517026385e-212	10	Hs2st1
1.7632326705511157e-216	0.3084060781651007	0.427	0.012	2.977747334026724e-212	10	Stim1
2.6753018416420337e-216	0.3056047467641807	0.483	0.016	4.5180497501650663e-212	10	Ppan
4.17411525236207e-216	0.6442305455984525	0.697	0.033	7.049245838189063e-212	10	Tent5a
6.01116696673051e-216	2.9073157857975156	0.921	0.062	1.0151658773414486e-211	10	Plpp3
6.185506513174266e-216	0.3062598620911341	0.697	0.033	1.04460833994487e-211	10	Usp16
8.827320383462605e-216	0.5191749719149801	0.64	0.028	1.4907578663591647e-211	10	Ecpas
1.0566867417889643e-215	0.3041651525475113	0.753	0.039	1.7845325695332028e-211	10	9530068E07Rik
1.0821122809343563e-215	0.4365911009614434	0.798	0.044	1.8274712200419408e-211	10	Pum1
1.7100024244975017e-215	0.6620884358310659	0.831	0.047	2.8878520944913807e-211	10	Tcf4
1.969813660956609e-215	0.4369694115799496	0.742	0.038	3.326621310623521e-211	10	Sdf4
2.6978933246729016e-215	0.6942183889803565	0.427	0.012	4.5562022467075966e-211	10	Tns1
3.2414789543669364e-215	0.7353952871254099	0.494	0.017	5.4742096581348825e-211	10	H2-Q4
2.3343743130416192e-214	0.2586448228603526	0.315	0.006	3.942291339864687e-210	10	Snx14
6.235096371720409e-214	0.3050828990479509	0.427	0.012	1.0529830752561427e-209	10	Clstn1
6.697557508200878e-214	0.36744380855065295	0.494	0.017	1.1310835119849642e-209	10	Prkacb
8.30957178747943e-214	0.28530649320211376	0.281	0.005	1.403320483469526e-209	10	Tshz3
1.1726091516238345e-213	0.3187496282176987	0.517	0.018	1.9803023352623317e-209	10	Add1
2.3483721423753362e-213	0.5179145143811059	0.73	0.037	3.965930874043468e-209	10	Btbd7
2.3616677254211475e-213	0.7068744051104763	0.73	0.037	3.9883844546912337e-209	10	Col12a1
3.352391967997625e-213	0.4691610169046688	0.764	0.041	5.66151955555439e-209	10	Clint1
6.610210720333028e-213	0.32355543929265357	0.382	0.01	1.1163323864498417e-208	10	Opa3
1.1911988496632836e-212	0.3242388369282814	0.494	0.017	2.0116966173113535e-208	10	Acvrl1
1.8343998968894036e-212	0.31333131900994105	0.348	0.008	3.0979345458668247e-208	10	Parp9
2.2305729942192618e-212	0.3944412306524534	0.854	0.051	3.7669916726374894e-208	10	B4galt1
2.2984589424026126e-212	0.42282435359395687	0.831	0.048	3.8816374619295324e-208	10	Sec62
4.553275436341217e-212	0.3318938916024802	0.315	0.006	7.689571556893047e-208	10	Man1c1
4.785144803939855e-212	0.8459457584822908	0.337	0.007	8.081152544893627e-208	10	Grem2
4.950315229867514e-212	0.26867154571332896	0.494	0.017	8.360092360200259e-208	10	Zcchc14
5.11693819013562e-212	0.5939510063570073	0.753	0.04	8.641485215501034e-208	10	Bmpr2
5.90600884860435e-212	0.38511328578677984	0.315	0.006	9.974067743523027e-208	10	Cul7
1.4538697874037152e-211	1.1515803603280501	0.888	0.056	2.4552952969673943e-207	10	Maff
3.3178796100556823e-211	0.4604599527421349	0.652	0.03	5.603235085462036e-207	10	Mkln1
4.797955222281799e-211	0.45600327666266477	0.517	0.018	8.102786779389503e-207	10	Rai14
6.082577484520041e-211	2.4554614834438864	0.899	0.058	1.0272256855857446e-206	10	Cxcl12
6.281622499562679e-211	0.3338114955033141	0.685	0.033	1.0608404077261452e-206	10	Cpd
6.868954972230058e-211	0.4110044150810669	0.438	0.013	1.1600291157102121e-206	10	Trim35
1.5571016289813786e-210	1.060049076523397	0.899	0.057	2.629633231023752e-206	10	Cd47
1.5671103312097992e-210	0.29824368545775926	0.281	0.005	2.646535927347109e-206	10	Lrrk1
1.712521324549205e-210	0.41976046751887724	0.281	0.005	2.892106012898697e-206	10	Mdk
5.259493209255976e-210	0.2505141984941939	0.371	0.009	8.882232131791492e-206	10	Abcc5
5.448584280347416e-210	0.43003385778132863	0.461	0.015	9.201569132650716e-206	10	Sipa1l2
5.563343647418873e-210	0.8176508567107419	0.461	0.015	9.395374751760993e-206	10	Plod2
8.009687782482963e-210	0.2934639442303757	0.562	0.022	1.3526760727057229e-205	10	Ergic2
1.8657889026872337e-209	0.36927626786887946	0.663	0.031	3.1509442988582003e-205	10	Spred1
1.873131250119865e-209	0.4012244212576648	0.697	0.034	3.163344055202428e-205	10	Ddost
2.2319152820791722e-209	0.33381944719421314	0.539	0.02	3.769258528375306e-205	10	Eif1b
2.2427366164425135e-209	0.8063577165310932	0.629	0.028	3.787533597848117e-205	10	Slc7a1
3.016737992257278e-209	0.2698484552454528	0.36	0.008	5.094667121324091e-205	10	2510009E07Rik
3.7832929741847805e-209	0.6217371208699238	0.831	0.05	6.3892251748032574e-205	10	Nufip2
1.460085053957754e-208	0.3752397797641844	0.449	0.014	2.465791639123855e-204	10	Slco3a1
2.788189311980841e-208	2.8534511433268275	0.921	0.063	4.708694110073244e-204	10	Lum
2.8129258032924937e-208	0.3841872950611206	0.584	0.024	4.7504690966003634e-204	10	Ahctf1
3.781984658984515e-208	0.3827487268107958	0.438	0.013	6.387015692093049e-204	10	Ilf2
4.633973736293097e-208	0.2509518180618151	0.697	0.035	7.825854845851783e-204	10	Strn3
4.892885978523675e-208	0.2880438285819582	0.292	0.005	8.263105840530782e-204	10	Tmco3
1.6030958145821683e-207	0.47795817491197873	0.584	0.025	2.707308211666366e-203	10	Ifnar2
2.208412255678666e-207	0.5928397648608148	0.584	0.024	3.729566617390131e-203	10	Brwd1
2.3194108190172466e-207	0.49568798956192617	0.843	0.051	3.917020991156326e-203	10	Slc39a1
5.092639269111303e-207	0.5144998137296091	0.607	0.027	8.600449197675168e-203	10	Casp4
7.689528628516886e-207	0.3587404281470595	0.506	0.018	1.2986075947839317e-202	10	Arid1b
1.0093981266977504e-206	0.2942789275673642	0.506	0.018	1.7046715563671608e-202	10	Dyrk2
1.1960686044048778e-206	0.49999969790763943	0.64	0.03	2.0199206591189578e-202	10	Colgalt1
3.1326332523966346e-206	0.3399521363515854	0.393	0.011	5.290391036647436e-202	10	Gan
4.7446973629281187e-206	0.726319346372475	0.764	0.042	8.012844906513007e-202	10	Atp6v1h
5.31415447086335e-206	0.5346560717692066	0.607	0.027	8.974544070394026e-202	10	Zswim4
5.4043159361509e-206	0.3238060741708957	0.393	0.011	9.12680875297164e-202	10	Hdac7
5.630774514105533e-206	1.287628544638257	0.955	0.065	9.509251999421425e-202	10	Calu
1.0250894091073279e-205	1.2697032960721149	0.888	0.058	1.7311709941004554e-201	10	Fndc3b
1.0715609849167021e-205	1.8029024211648832	0.876	0.057	1.8096521913273267e-201	10	Gadd45g
1.5250334403490403e-205	0.3374955897327983	0.517	0.019	2.575476474061459e-201	10	Ppp2r2d
1.5530695851776867e-205	0.2630376057454034	0.506	0.018	2.622823915448077e-201	10	Dnajc10
1.746563232500002e-205	0.7999247089564645	0.854	0.053	2.9495959870460033e-201	10	Bag3
4.147667885690797e-205	0.4740696555900805	0.64	0.03	7.004581525354618e-201	10	Nfil3
5.55161176526423e-205	0.3129723863515115	0.449	0.014	9.375561949178232e-201	10	Ldb1
1.1027008520077755e-204	1.005693673298862	0.742	0.04	1.8622411988707313e-200	10	Id2
1.4446183607682324e-204	0.30202577407219083	0.382	0.01	2.439671487665391e-200	10	Diablo
2.019401027820667e-204	0.40025793580615043	0.787	0.045	3.410364455783542e-200	10	Larp4
5.012106470372344e-204	0.3413321476992821	0.483	0.017	8.464445407164814e-200	10	Akap12
7.930800343144206e-204	0.39400386570593404	0.663	0.032	1.3393535619501936e-199	10	Senp2
8.964599193557223e-204	0.41557537445562664	0.719	0.038	1.5139415118079437e-199	10	Selenos
1.0135627573524674e-203	0.3260983681182006	0.73	0.039	1.711704784616847e-199	10	Pbrm1
1.0524551779140777e-203	1.7526256514294885	0.876	0.057	1.7773863044612946e-199	10	Pdpn
1.4454697315676532e-203	0.31468039666708364	0.472	0.016	2.4411092826714528e-199	10	Zfp281
3.160468873863715e-203	0.29688797198049266	0.315	0.007	5.337399834181042e-199	10	H2-M3
3.9841929775932474e-203	2.1934128020349224	0.528	0.02	6.728505100559476e-199	10	Mfap4
4.350568167980839e-203	0.4417493399075433	0.27	0.005	7.347239522086041e-199	10	Cry2
5.13798235174993e-203	0.31365724969259806	0.258	0.004	8.677024595635282e-199	10	Efs
5.309113698512118e-203	0.2651573480737709	0.539	0.021	8.966031214047265e-199	10	Fnbp4
2.023614306833904e-202	2.5092587026962616	0.416	0.012	3.417479841381097e-198	10	Cilp
7.1291180478693705e-202	0.44975506300571355	0.629	0.029	1.2039654559241793e-197	10	Ascc3
9.020256400038301e-202	1.4282064316065832	0.865	0.056	1.5233409008384682e-197	10	Akap13
1.4250445395758022e-201	0.3387427186373375	0.64	0.03	2.4066152184356147e-197	10	Scarb2
1.5628967657675756e-201	0.2900908108753506	0.629	0.029	2.6394200580282818e-197	10	Nolc1
3.215723736916705e-201	0.8036961072835469	0.888	0.058	5.430714246904932e-197	10	Rpn2
3.792314702982899e-201	0.7106870690276486	0.854	0.054	6.40446107039752e-197	10	Kdelr2
4.724164013901786e-201	1.9700979362314113	0.955	0.067	7.978168186677337e-197	10	Col5a2
5.195588051242124e-201	0.9557601473213109	0.663	0.033	8.774309100937698e-197	10	Tmem176b
9.71765967032781e-201	0.39709537294961783	0.607	0.027	1.6411183651249606e-196	10	Dtnbp1
1.1203941190152865e-200	1.1159014710772037	0.629	0.029	1.892121588193016e-196	10	Mmp19
1.1652137242833742e-200	0.2815282994166825	0.573	0.024	1.9678129375697623e-196	10	Rnf130
1.1770442555734425e-200	0.5898293824870784	0.663	0.033	1.9877923388124297e-196	10	Eid1
1.3650190829192696e-200	0.39226330938410525	0.652	0.032	2.3052442272340627e-196	10	Cand1
2.2751616789739624e-200	0.3774559271428255	0.787	0.046	3.8422930434512277e-196	10	Med13l
5.1367401493790745e-200	0.576384471291368	0.64	0.031	8.674926764271382e-196	10	Kmt2a
5.465862115400582e-200	0.31658681371218145	0.584	0.025	9.230747940488502e-196	10	Csnk1e
5.657022876062153e-200	0.2699583656769362	0.787	0.046	9.553580233093765e-196	10	Lrrc58
5.783627845469517e-200	0.2800372822110625	0.382	0.01	9.767390705428919e-196	10	Trmt1
8.286809265178215e-200	0.27288818522095704	0.652	0.032	1.399476348703297e-195	10	Dlst
1.0970525526843391e-199	0.27809447666586495	0.528	0.021	1.852702350973312e-195	10	Pld3
1.3448046437192115e-199	0.3890499012180082	0.348	0.008	2.2711060823130044e-195	10	Ttc39c
2.082300173750397e-199	0.4380411092633105	0.73	0.04	3.5165885334296704e-195	10	Plau
2.3381138453639797e-199	0.2593692056803384	0.506	0.019	3.948606662050689e-195	10	Rgl1
1.3254824963555905e-198	0.44577607824271803	0.854	0.054	2.2384748398453213e-194	10	Reep3
1.80944865449725e-198	0.2825764592565835	0.315	0.007	3.055796887714956e-194	10	Clcc1
2.14798328251075e-198	0.32057253830485477	0.517	0.02	3.627514167504155e-194	10	Nfatc1
2.2398404554496604e-198	0.3069531796348781	0.742	0.041	3.7826425611633866e-194	10	Ube2h
3.383060801129145e-198	0.5065133754765625	0.73	0.04	5.7133130809469e-194	10	Peli1
3.398308151388622e-198	0.2543441627164054	0.438	0.014	5.739062806065106e-194	10	Rusc2
3.9912702502170194e-198	0.5646584207825553	0.787	0.046	6.740457198566502e-194	10	Prpf38b
5.922921831671192e-198	0.37484539546616635	0.652	0.032	1.000263038932631e-193	10	Efnb2
1.0735823148207976e-197	0.437017102335135	0.663	0.033	1.813065813269363e-193	10	mt-Atp8
1.384930617313664e-197	0.28812745816412466	0.64	0.031	2.3388708265193153e-193	10	Sec63
2.1951534110450816e-197	0.9479322281085276	0.899	0.061	3.707175080572934e-193	10	Cd164
3.352939662153006e-197	1.4227327627346371	0.91	0.062	5.6624445014439965e-193	10	Ppic
3.446596525602461e-197	0.39192872103177084	0.281	0.005	5.820612212437436e-193	10	Cox18
3.711847358071666e-197	0.658831852416873	0.348	0.008	6.26856781831143e-193	10	Aldh1a3
4.0489151996797747e-197	0.9191505898382382	0.753	0.043	6.837807989219204e-193	10	Mafk
4.4396685328574835e-197	0.331278051148276	0.809	0.049	7.497712218289719e-193	10	Huwe1
6.386406262956485e-197	0.26542642591984933	0.584	0.026	1.0785362896880911e-192	10	Nup153
6.379675569861153e-196	1.4126032583154031	0.91	0.064	1.0773996102381515e-191	10	Pnp
9.503387419781036e-196	0.28201782578446577	0.719	0.039	1.6049320674526214e-191	10	Ube2r2
9.739231121454796e-196	0.4620554966815065	0.483	0.018	1.644761351791286e-191	10	Rbm6
1.601927379776612e-195	0.29714948864973084	0.36	0.009	2.7053349589667424e-191	10	Hacd4
1.774079651699936e-195	0.501317427948115	0.483	0.018	2.996065715790852e-191	10	Chst11
1.9804638615447023e-195	0.4044786127232083	0.764	0.044	3.344607369376693e-191	10	Cyb5a
2.0686918520026017e-195	0.764527153404337	0.348	0.009	3.4936067996619936e-191	10	Hhipl1
3.782071714798627e-195	0.2545018066466589	0.629	0.03	6.387162711951922e-191	10	Wdr43
4.045427700298157e-195	0.6082339541864927	0.629	0.03	6.831918300263528e-191	10	Limd1
5.041675998072201e-195	0.4274181345553272	0.663	0.034	8.514382425544333e-191	10	Dennd5a
5.3976471166104865e-195	0.4186868754987405	0.348	0.009	9.115546450531789e-191	10	Gm43362
1.8768830120711856e-194	0.3986705096227091	0.427	0.014	3.169680030785818e-190	10	Riok1
8.303001747959058e-194	1.533456242570534	0.82	0.053	1.4022109351953257e-189	10	Nsd3
1.1589771427307415e-193	0.33865231970093124	0.36	0.009	1.9572805986436763e-189	10	Qtrt1
1.1878701475856397e-193	0.8131652192279727	0.708	0.038	2.0060751052426282e-189	10	Col5a3
2.6648167436059025e-193	0.32958848357640314	0.674	0.035	4.500342516601648e-189	10	Ube3a
3.4602383604903423e-193	0.44656105914741445	0.449	0.015	5.84365054319609e-189	10	Tasor
4.834416545081229e-193	0.4675090904090681	0.73	0.041	8.16436266133318e-189	10	H2-T23
3.2742858953236047e-192	1.4306700726652712	0.933	0.068	5.529614020022504e-188	10	Rock2
4.649478508909907e-192	0.42786991856816514	0.798	0.049	7.852039305847052e-188	10	Eif4a2
4.963232409269375e-192	0.25212693075934545	0.753	0.044	8.38190689277412e-188	10	Usp7
9.62733501719737e-192	0.8380162275903409	0.854	0.057	1.6258643377042919e-187	10	Tapbp
1.1462408743389243e-191	0.29566289419441183	0.584	0.027	1.9357715885835754e-187	10	Tcf12
1.2005325613962306e-191	0.5998321742032464	0.562	0.025	2.0274593896859542e-187	10	Rps6kb1
1.346518526580371e-191	0.31358178201015074	0.573	0.026	2.2740004876889307e-187	10	Xpo6
2.3397173332541646e-191	0.2817228731276008	0.652	0.033	3.951314632399633e-187	10	Tpp1
3.119373306519336e-191	0.6638786830112631	0.831	0.054	5.267997640049855e-187	10	Fnip1
4.379492199194734e-191	0.28047644747208356	0.742	0.043	7.396086426000067e-187	10	Susd6
7.851156314549314e-191	0.28303574983869234	0.393	0.012	1.3259032784010882e-186	10	Evi5
2.7752429648159814e-190	0.4257869255456343	0.573	0.026	4.686830318981229e-186	10	Fndc3a
6.092486765320161e-190	0.5682420402405837	0.753	0.044	1.0288991649272688e-185	10	Ash1l
9.260011619480778e-190	0.33539848758132285	0.674	0.036	1.5638307622979136e-185	10	Thrap3
1.0147606476410714e-189	3.25824886431925	0.82	0.056	1.7137277817362412e-185	10	Ptx3
1.0414031591492946e-189	0.6748077145119044	0.685	0.037	1.7587216551713288e-185	10	Aff1
1.8244888648488995e-189	0.6281071117688732	0.742	0.043	3.0811967949568217e-185	10	S100a13
2.3904924317143973e-189	0.35388251957002187	0.438	0.015	4.037063618679274e-185	10	Rbm26
4.955669305493231e-189	0.5769516543641675	0.506	0.02	8.369134323116968e-185	10	Apbb1ip
6.254363540463602e-189	2.1479058941119797	0.865	0.06	1.056236914713493e-184	10	Hk2
7.69009967363722e-189	0.6526192839115401	0.888	0.061	1.2987040328838537e-184	10	Mtdh
1.3928280331791983e-188	0.9268370141388815	0.809	0.052	2.35220798243303e-184	10	Mef2a
2.1921250676740884e-188	2.7349036606853456	0.663	0.036	3.7020608142880006e-184	10	Thbd
4.687213472423709e-188	0.2847277636404102	0.427	0.014	7.915766112229159e-184	10	Cdr2
6.579226868035595e-188	0.377561965646096	0.36	0.01	1.1110998334738514e-183	10	Zfhx3
7.181638579475249e-188	0.9109898598940049	0.865	0.059	1.21283512330178e-183	10	Srsf11
7.529402361553335e-188	0.44618155810206894	0.663	0.035	1.271565470819127e-183	10	Ivns1abp
9.035147581650696e-188	0.3924196990676163	0.618	0.03	1.5258557235891695e-183	10	Ubn1
1.5594432793508186e-187	0.5454274158021597	0.528	0.022	2.6335878101676623e-183	10	Lemd2
1.5743887595351608e-187	0.3710134386067703	0.483	0.018	2.6588277371029796e-183	10	Myd88
2.8789821674233434e-187	0.25949919892544937	0.427	0.014	4.862025084344543e-183	10	Gxylt1
3.194887398364744e-187	0.4018386628215637	0.494	0.019	5.395525838358379e-183	10	Sfswap
6.446411226854011e-187	0.30163600876431307	0.326	0.008	1.0886699279911055e-182	10	Man2a2
6.54938311246097e-187	0.33531839825568643	0.843	0.056	1.1060598200324085e-182	10	Arih1
7.687697320633427e-187	0.46767127486366444	0.764	0.046	1.2982983235085732e-182	10	Rbpj
9.26130538849207e-187	0.9908488480971367	0.888	0.061	1.564049254008541e-182	10	Zeb2
1.0477678613478899e-186	0.511749262907279	0.64	0.033	1.7694703642443165e-182	10	Ccnt1
2.3368379351795283e-186	0.2741230732398723	0.36	0.01	3.946451904931188e-182	10	Phactr2
1.4488968937477466e-185	0.26817974502590686	0.427	0.014	2.4468970741611945e-181	10	Dhx36
7.856762555855995e-185	0.4887841883760382	0.427	0.014	1.3268500604329604e-180	10	Emsy
1.3224814924627395e-184	0.26894401068223384	0.787	0.05	2.2334067444710745e-180	10	Copa
2.2042764506698557e-184	0.4670910503320075	0.719	0.042	3.7225820698912523e-180	10	Rybp
2.336116271894583e-184	0.5766900138639326	0.685	0.038	3.945233159975572e-180	10	Zmiz1
3.1307916902636256e-184	0.3402581817160964	0.382	0.011	5.287281006517211e-180	10	Hivep3
1.683690296303977e-183	0.2755696318150071	0.472	0.018	2.8434161723981564e-179	10	Zeb1
1.7729685340596448e-183	0.6427623031730273	0.685	0.038	2.994189260319928e-179	10	Nop56
3.956958513695524e-183	1.5016871595678292	0.787	0.05	6.682511537929001e-179	10	Ifi27l2a
5.538942676192354e-183	0.2826373299474275	0.742	0.045	9.354166391553646e-179	10	Nampt
5.649716027709593e-183	0.28476332089409384	0.258	0.005	9.541240427595961e-179	10	Glis3
7.39313424542621e-183	0.3667964522546121	0.573	0.027	1.2485525113675784e-178	10	Igf2r
1.334088531730433e-182	0.6312737210333955	0.629	0.032	2.253008712386355e-178	10	Lsp1
1.7850547219578016e-182	0.29342068770999274	0.461	0.017	3.0146004144423355e-178	10	Lrpap1
1.861424848956365e-182	0.29735813404629585	0.494	0.02	3.143574284917509e-178	10	Rnf24
1.904064708841215e-182	0.25602948207189224	0.708	0.041	3.2155844802910437e-178	10	Nupr1
4.392025974528982e-182	0.3166584287445171	0.562	0.026	7.417253465784546e-178	10	Tle3
1.0780627311078493e-181	0.7909639934672981	0.921	0.068	1.8206323402949359e-177	10	Nfat5
1.8610193109451331e-181	0.5947505741872923	0.562	0.026	3.142889412324141e-177	10	Etnk1
2.989518074642721e-181	0.3758382864849731	0.697	0.04	5.048698124456627e-177	10	Sik3
3.2028116345458466e-181	0.41403544254445146	0.36	0.01	5.408908288421026e-177	10	Stat5b
3.6742396008759174e-181	0.36676918128232383	0.697	0.04	6.205055837959249e-177	10	Ap3s1
8.151460918654001e-181	0.3603673882259222	0.719	0.042	1.3766187199422878e-176	10	Atrx
8.661941397718715e-181	0.29427382901120835	0.517	0.022	1.4628286632467366e-176	10	Magt1
9.151198373290731e-181	0.3605649266942942	0.674	0.038	1.5454543812813387e-176	10	Ddx24
1.8212250704629372e-180	0.4026366315658986	0.528	0.023	3.0756848989978082e-176	10	Cpsf7
2.1199704905744274e-180	0.5038258122730912	0.596	0.029	3.580206164482093e-176	10	Acsl4
